中文,English,分类,章节,书页,PDF页,解释,位置,功能,关联图,置信度
郎飞结,Ranvier's node,脉管结构,第九章 神经系统,259,286,"髓鞘呈节段状包绕在轴突外面, 直至神经末梢之前, 在相邻两 髓鞘节段间的区域称郎飞结 Ranvier’s node, 该处轴突裸露。","髓鞘呈节段状包绕在轴突外面, 直至神经末梢之前, 在相邻两 髓鞘节段间的区域称郎飞结 Ranvier’s node, 该处轴突裸露。",,"图9-5, 图9-6, 图9-7",高
髓鞘,myelin sheath,其他,第九章 神经系统,259,286,"3. 神经纤维 神经元较长的突起被 髓鞘 myelin sheath 和神经膜包裹, 称为神经纤维nerve fiber。",,,"图9-5, 图9-6, 图9-7",高
化学突触,chemical synapse,骨与骨性标志,第九章 神经系统,260,287,根据传递方式可 分为化学突触和电突触。,,,图9-8,高
电突触,electrical synapse,骨与骨性标志,第九章 神经系统,260,287,根据传递方式可 分为化学突触和电突触。,,,图9-8,高
突触,synapse,骨与骨性标志,第九章 神经系统,260,287,"260 第九章 神经系统 4. 突触 synapse 是神经元与神经元之间 或 神经元与效应细胞之间传递信息的特化的接触 区域, 通过它可实现细胞与细胞间的通信。","260 第九章 神经系统 4. 突触 synapse 是神经元与神经元之间 或 神经元与效应细胞之间传递信息的特化的接触 区域, 通过它可实现细胞与细胞间的通信。",,"图9-7, 图9-8, 图9-9",高
突触前膜,presynaptic membrane,骨与骨性标志,第九章 神经系统,260,287,"当神经冲动沿轴突传到突触前部时, 小泡向 突触前膜 presynaptic membrane 移动, 与其融合, 神经递质被释放到突触间隙 ( 约为 30~50nm) 。",,,图9-8,高
突触前部,presynaptic element,骨与骨性标志,第九章 神经系统,260,287,化学突触包括三个部分: 突触前部 presynaptic element、突触后部 postsynaptic element 和突触间隙 synaptic cleft。,,,图9-8,高
突触后膜,postsynaptic membrane,骨与骨性标志,第九章 神经系统,260,287,"神 经递质作用于突触后膜 postsynaptic membrane 上的受体, 使受体蛋白或离子通道构型发生改变, 产 生电位变化从而影响突触后神经元或效应细胞的活性。","神 经递质作用于突触后膜 postsynaptic membrane 上的受体, 使受体蛋白或离子通道构型发生改变, 产 生电位变化从而影响突触后神经元或效应细胞的活性。","神 经递质作用于突触后膜 postsynaptic membrane 上的受体, 使受体蛋白或离子通道构型发生改变, 产 生电位变化从而影响突触后神经元或效应细胞的活性。",图9-8,高
突触后部,postsynaptic element,骨与骨性标志,第九章 神经系统,260,287,化学突触包括三个部分: 突触前部 presynaptic element、突触后部 postsynaptic element 和突触间隙 synaptic cleft。,,,图9-8,高
突触小泡,synaptic vesicle,骨与骨性标志,第九章 神经系统,260,287,"突触前部有密集的 突 触小泡 synaptic vesicle, 小泡内含有高浓度的神经递质。",,,图9-8,高
突触间隙,synaptic cleft,骨与骨性标志,第九章 神经系统,260,287,化学突触包括三个部分: 突触前部 presynaptic element、突触后部 postsynaptic element 和突触间隙 synaptic cleft。,,,图9-8,高
缝隙连接,gap junction,其他,第九章 神经系统,260,287,电突触的结构基础是缝隙连接 gap junction。,电突触的结构基础是缝隙连接 gap junction。,,图9-8,高
连接子,connexon,其他,第九章 神经系统,260,287,"在缝隙连接处, 相邻细胞借膜上的跨膜 结构连接子 connexon 对合连接, 构成相邻细胞间的水相通道。","在缝隙连接处, 相邻细胞借膜上的跨膜 结构连接子 connexon 对合连接, 构成相邻细胞间的水相通道。","在缝隙连接处, 相邻细胞借膜上的跨膜 结构连接子 connexon 对合连接, 构成相邻细胞间的水相通道。","图9-8, 图9-9",高
连接子蛋白,connexin,其他,第九章 神经系统,260,287,"每个连接子由 6 个蛋白亚单位连接子 蛋白 connexin 呈环形排列而成, 中间有一小孔, 直径为 2nm, 因此, 通道允许分子量小于 1.2kD 的物质 自由通过。","每个连接子由 6 个蛋白亚单位连接子 蛋白 connexin 呈环形排列而成, 中间有一小孔, 直径为 2nm, 因此, 通道允许分子量小于 1.2kD 的物质 自由通过。",,图9-9,高
伸长细胞,tanycyte,其他,第九章 神经系统,261,288,"还有几种特殊类型的星形胶质细胞, 如小脑中的 Bergmann 细 胞、 视网膜中的 M ü ller 细胞、 神经垂体中的垂体细胞pituicyte 以及正中隆起等处的伸长细胞tanycyte。",,,图9-9,高
卫星细胞,satellite cell,其他,第九章 神经系统,261,288,"卫星细胞 satellite cell 又称 被囊细胞 capsule cell, 是神经节内包裹神经元胞体的一层扁平细胞。",,,图9-9,高
原浆性星形胶质细胞,protoplasmic astrocyte,其他,第九章 神经系统,261,288,根据胶质丝的含量以及突起的形状可将星形胶质细胞分为纤维性星形胶质细胞fibrous astrocyte 和原浆 性星形胶质细胞 protoplasmic astrocyte。,,,图9-9,高
垂体细胞,pituicyte,其他,第九章 神经系统,261,288,"还有几种特殊类型的星形胶质细胞, 如小脑中的 Bergmann 细 胞、 视网膜中的 M ü ller 细胞、 神经垂体中的垂体细胞pituicyte 以及正中隆起等处的伸长细胞tanycyte。",,,图9-9,高
室管膜细胞,ependymocyte,骨与骨性标志,第九章 神经系统,261,288,"室管膜细胞 ependymocyte 是衬附于脑室面和脊髓中央管内面的一层立方或柱状上皮细胞, 游离 面可有微绒毛和纤毛。","室管膜细胞 ependymocyte 是衬附于脑室面和脊髓中央管内面的一层立方或柱状上皮细胞, 游离 面可有微绒毛和纤毛。",,图9-9,高
小胶质细胞,microglia,其他,第九章 神经系统,261,288,"小胶质细胞 microglia 来源于中胚层的单核巨噬细胞, 胞体很小, 呈短棒状, 一般由胞体两端伸出 数条枯树枝样的突起, 突起表面粗糙有棘刺。",,,图9-9,高
少突胶质细胞,oligodendrocyte,骨与骨性标志,第九章 神经系统,261,288,"少突胶质细胞 oligodendrocyte 胞体较小, 呈梨形或椭圆形, 有少量的突起, 核较小, 呈圆形或卵圆形, 着色较深。",,,图9-9,高
星形胶质细胞,astrocyte,其他,第九章 神经系统,261,288,第九章 神经系统 261 图9 -9 神经胶质细胞 星形胶质细胞 astrocyte 是胶质细胞中体积最大、 数量最多的细胞。,,,图9-9,高
神经膜细胞,neurilemmal cell,神经结构,第九章 神经系统,261,288,"施万细胞 Schwann cell 又称 神经膜细胞 neurilemmal cell, 是周围神经系统的成髓鞘细胞, 与少突 胶质细胞不同的是施万细胞只形成一条轴突的髓鞘。",,,图9-9,高
纤维性星形胶质细胞,fibrous astrocyte,其他,第九章 神经系统,261,288,根据胶质丝的含量以及突起的形状可将星形胶质细胞分为纤维性星形胶质细胞fibrous astrocyte 和原浆 性星形胶质细胞 protoplasmic astrocyte。,,,图9-9,高
终足,end foot,其他,第九章 神经系统,261,288,突起的末 端常膨大形成脚板foot plate 或称终足 end foot。,,,图9-9,高
胶质界膜,glia limitans,其他,第九章 神经系统,261,288,"有些脚板贴附在邻近的毛细血管壁上, 靠近脑脊髓表面 的脚板则附着在软膜内表面, 彼此连接构成胶质界膜glia limitans。","有些脚板贴附在邻近的毛细血管壁上, 靠近脑脊髓表面 的脚板则附着在软膜内表面, 彼此连接构成胶质界膜glia limitans。","有些脚板贴附在邻近的毛细血管壁上, 靠近脑脊髓表面 的脚板则附着在软膜内表面, 彼此连接构成胶质界膜glia limitans。",图9-9,高
胶质细胞原纤维酸性蛋白,"glial fibrillary acidic protein, GFAP",其他,第九章 神经系统,261,288,"星形胶质细胞的核比其他胶质细胞 的大, 呈圆形或卵圆形, 胞质中含有由胶质细胞原纤维酸性蛋白glial fibrillary acidic protein,GFAP 组成的 胶质丝。",,,图9-9,高
脚板,foot plate,其他,第九章 神经系统,261,288,突起的末 端常膨大形成脚板foot plate 或称终足 end foot。,,,图9-9,高
被囊细胞,capsule cell,其他,第九章 神经系统,261,288,"卫星细胞 satellite cell 又称 被囊细胞 capsule cell, 是神经节内包裹神经元胞体的一层扁平细胞。",,,图9-9,高
反射,reflex,其他,第九章 神经系统,262,289,"图9 -10 神经 四、 神经系统的活动方式 神经系统在调节机体的活动中, 对内、 外环境的各种刺激作出适宜的反应, 称为反射reflex, 反射 的结构基础是反射弧 reflex arc。","图9 -10 神经 四、 神经系统的活动方式 神经系统在调节机体的活动中, 对内、 外环境的各种刺激作出适宜的反应, 称为反射reflex, 反射 的结构基础是反射弧 reflex arc。",,"图9-1, 图9-10",高
反射弧,reflex arc,其他,第九章 神经系统,262,289,"图9 -10 神经 四、 神经系统的活动方式 神经系统在调节机体的活动中, 对内、 外环境的各种刺激作出适宜的反应, 称为反射reflex, 反射 的结构基础是反射弧 reflex arc。","图9 -10 神经 四、 神经系统的活动方式 神经系统在调节机体的活动中, 对内、 外环境的各种刺激作出适宜的反应, 称为反射reflex, 反射 的结构基础是反射弧 reflex arc。",,"图9-1, 图9-10",高
灰质,gray matter,其他,第九章 神经系统,262,289,"在中枢部, 神经元胞体及其树突的聚集部位, 在新鲜标本中色泽灰暗称灰质gray matter。","在中枢部, 神经元胞体及其树突的聚集部位, 在新鲜标本中色泽灰暗称灰质gray matter。",,"图9-1, 图9-10",高
白质,white matter,其他,第九章 神经系统,262,289,"神经纤维在中枢部聚集的部位称白质 white matter, 因髓鞘含类脂质色泽明亮而得名。","神经纤维在中枢部聚集的部位称白质 white matter, 因髓鞘含类脂质色泽明亮而得名。",,图9-10,高
皮质,cortex,神经结构,第九章 神经系统,262,289,配布 于大脑和小脑表面的灰质称皮质 cortex。,,,"图9-1, 图9-10",高
神经,nerve,神经结构,第九章 神经系统,262,289,"262 第九章 神经系统 光共聚焦扫描显微镜技术、 光电联合检测技术以及分子生物学技术的应用, 人们对神经胶质细胞的形 态和功能有了进一步的认识。",,"262 第九章 神经系统 光共聚焦扫描显微镜技术、 光电联合检测技术以及分子生物学技术的应用, 人们对神经胶质细胞的形 态和功能有了进一步的认识。","图9-1, 图9-10",高
神经内膜,endoneurium,神经结构,第九章 神经系统,262,289,"神经内的每条神经纤维由称为神经内膜 endoneurium 的结缔组织包绕; 若干神经纤 维聚集为一条神经束 nerve tract; 包被神经束的结缔组织称神经束膜 perineurium; 由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。","由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。",,图9-10,高
神经外膜,epineurium,神经结构,第九章 神经系统,262,289,"神经内的每条神经纤维由称为神经内膜 endoneurium 的结缔组织包绕; 若干神经纤 维聚集为一条神经束 nerve tract; 包被神经束的结缔组织称神经束膜 perineurium; 由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。","由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。",,图9-10,高
神经束,nerve tract,神经结构,第九章 神经系统,262,289,"神经内的每条神经纤维由称为神经内膜 endoneurium 的结缔组织包绕; 若干神经纤 维聚集为一条神经束 nerve tract; 包被神经束的结缔组织称神经束膜 perineurium; 由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。","由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。",,图9-10,高
神经束膜,perineurium,神经结构,第九章 神经系统,262,289,"神经内的每条神经纤维由称为神经内膜 endoneurium 的结缔组织包绕; 若干神经纤 维聚集为一条神经束 nerve tract; 包被神经束的结缔组织称神经束膜 perineurium; 由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。","由若干神经束汇聚 成一条神经, 包裹在神经外面的结缔组织称神经外膜 epineurium。",,图9-10,高
神经核,nucleus,神经结构,第九章 神经系统,262,289,形态和功能相似的神经元胞体聚集成团或柱称神经核 nucleus。,,形态和功能相似的神经元胞体聚集成团或柱称神经核 nucleus。,图9-10,高
神经节,ganglion,神经结构,第九章 神经系统,"262, 331","289, 358","在周围部, 神经元胞体聚集处称神经节 ganglion。","在周围部, 神经元胞体聚集处称神经节 ganglion。",周围神经系统主要由分布于身体各处的神经、 神经节、 神经丛和神经终末装置等构成。,图9-10,高
纤维束,fasciculus,其他,第九章 神经系统,262,289,"白质中, 凡起止、 行程和功能基本相同的神经纤维集合 在一起称为纤维束 fasciculus。","白质中, 凡起止、 行程和功能基本相同的神经纤维集合 在一起称为纤维束 fasciculus。","白质中, 凡起止、 行程和功能基本相同的神经纤维集合 在一起称为纤维束 fasciculus。",图9-10,高
髓质,medulla,神经结构,第九章 神经系统,262,289,位于 大脑和小脑皮质深部的白质称髓质 medulla。,位于 大脑和小脑皮质深部的白质称髓质 medulla。,,图9-10,高
前正中裂,anterior median fissure,解剖方位,第九章 神经系统,"263, 274","290, 301","脊髓表面有 6 条平行的纵沟: 前面正中较深的沟称前正中裂anterior median fissure, 平均深度为 3mm; 后面正中较浅的沟为后正中沟 posterior median sulcus。",,,"图9-12, 图9-24",高
后正中沟,posterior median sulcus,骨与骨性标志,第九章 神经系统,"263, 275","290, 302","脊髓表面有 6 条平行的纵沟: 前面正中较深的沟称前正中裂anterior median fissure, 平均深度为 3mm; 后面正中较浅的沟为后正中沟 posterior median sulcus。","下部形似脊髓, 在后正中沟 posterior median sulcus 的两侧各有两个膨大, 内侧者为薄束结节 gracile tubercle, 外上者 为楔束结节 cuneate tubercle, 二者与脊髓的薄束、 楔束相延续, 其深面分别含有薄束核和楔束核, 它们 是薄束、 楔束的终止核。",,"图9-12, 图9-25",高
终丝,filum terminale,其他,第九章 神经系统,263,290,"软脊膜包绕脊髓, 在脊髓末端向下延续为一条结缔组织细丝, 即终丝filum terminale, 止于第 1 尾椎的背面, 起固定脊髓的作用。","软脊膜包绕脊髓, 在脊髓末端向下延续为一条结缔组织细丝, 即终丝filum terminale, 止于第 1 尾椎的背面, 起固定脊髓的作用。","软脊膜包绕脊髓, 在脊髓末端向下延续为一条结缔组织细丝, 即终丝filum terminale, 止于第 1 尾椎的背面, 起固定脊髓的作用。","图9-11, 图9-12",高
脊髓,spinal cord,神经结构,第九章 神经系统,263,290,"第九章 神经系统 263 图9 -11 反射弧 第二节 | 中枢神经系统 一 、 脊髓 脊髓 spinal cord 是中枢神经系统的低级部分, 起源于胚胎时期神经管的尾端, 原始神经管的管腔 演化为脊髓中央管, 在构造上保留着节段性, 与分布于躯干和四肢的 31 对脊神经相连。","第九章 神经系统 263 图9 -11 反射弧 第二节 | 中枢神经系统 一 、 脊髓 脊髓 spinal cord 是中枢神经系统的低级部分, 起源于胚胎时期神经管的尾端, 原始神经管的管腔 演化为脊髓中央管, 在构造上保留着节段性, 与分布于躯干和四肢的 31 对脊神经相连。",,图9-11,高
